brand,name,price,rating,ingredients
Mario Badescu,Cellufirm Moisturizer,"Price
$18.00",4.4,"Aqua (Water, Eau), Propylene Glycol, Paraffinum Liquidum (Mineral Oil, Huile Minérale), Isopropyl Myristate, Squalane, Stearic Acid, Cetyl Esters, Myristyl Lactate, Oligopeptide-5, Tocopherol, Pollen Extract, Collagen, Hydrolyzed Glycosaminoglycans, Myristyl Alcohol, Fucus Vesiculosus Extract, Glycine Soja (Soybean) Seed Extract, Olea Europaea (Olive) Fruit Extract, Triticum Vulgare (Wheat) Germ Extract, Carrageenan, Dimethicone, Sodium Chloride, Phenoxyethanol, Methylparaben, Propylparaben, Sodium Borate, Diazolidinyl Urea, Triethanolamine, CI 19140 (Yellow 5), CI 42090 (Blue 1), CI 15985 (Yellow 6)."
LOLI Beauty,Chia Carrot Brûlée Organic Revitalizing All-Over Balm,Online Only,5,"Salvia Hispanica (Chia) Seed Oil*, Garcinia Indica (Kokum) Seed Butter*, Daucus Carota Sativa (Carrot) Seed Oil*, Hippophae Rhamnoides (Sea Buckthorn) Fruit Oil*, Euphorbia Cerifera (Candellila) Cera****, Coriandrum Sativum (Coriander) Seed Oil*, Tocopherol (Vitamin E)***, Helianthus Annuus (Sunflower) Seed Oil***, Rosmarinus Officinalis (Rosemary) Leaf Extract**, Linalool*****, Limonene*****, Geraniol*****. (*) organic, food grade (**) organic (***) food grade (****) natural, plant derived (*****) Natural constituent of oils listed. 95%+ certified organic ingredients. Natural, plant waxes and vitamin E cannot be ''certified organic''."
Clinique,Travel Size Dramatically Different Hydrating Jelly,"Price
$5.50",4.3,"Water\Aqua\Eau Water\Aqua\Eau, Bis-PEG-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Glycerin, Cucumis Sativus (Cucumber) Fruit Extract, Hypnea Musciformis (Algae) Extract, Gelidiella Acerosa Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Padina Pavonica Thallus Extract, Helianthus Annuus (Sunflower) Seedcake, Sucrose, Caffeine, Sodium Hyaluronate, Hydroxyethyl Urea, Hydrolyzed Rice Extract, Sorbitol, Sodium Polyaspartate, PPG-6-Decyltetradeceth-30, Ethylhexylglycerin, Propylene Glycol Dicaprate, Caprylyl Glycol, Trehalose, Polysorbate 80, Carbomer, Sodium Hydroxide, Hexylene Glycol, Citric Acid, Sodium Citrate, Disodium EDTA, Phenoxyethanol, Bis-PEG-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Glycerin, Cucumis Sativus (Cucumber) Fruit Extract, Hypnea Musciformis (Algae) Extract, Gelidiella Acerosa Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Padina Pavonica Thallus Extract, Helianthus Annuus (Sunflower) Seedcake, Sucrose, Caffeine, Sodium Hyaluronate, Hydroxyethyl Urea, Hydrolyzed Rice Extract, Sorbitol, Sodium Polyaspartate, PPG-6-Decyltetradeceth-30, Ethylhexylglycerin, Propylene Glycol Dicaprate, Caprylyl Glycol, Trehalose, Polysorbate 80, Carbomer, Sodium Hydroxide, Hexylene Glycol, Citric Acid, Sodium Citrate, Disodium EDTA, Phenoxyethanol."
Pixi,Rose Ceramide Cream,"Sale Price
$16.80
Original Price
$24.00",4.8,"Aqua/Water/Eau, Dipropylene Glycol, Glycerin, Dimethicone, Caprylic/Capric Triglyceride, Hydrogenated Poly (C6-14 Olefin), Hydrogenated Polydecene, Cetearyl Alcohol, PEG-20 Methyl Glucose Sesquistearate, Betaine, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysilicone-11, 1,2-Hexanediol, Cyclopentasiloxane, Glyceryl Stearate, PEG-100 Stearate, Caprylyl Glycol, Methyl Glucose Sesquistearate, Citrus Paradisi (Grapefruit) Peel Oil, Sorbitan Stearate, Butyrospermum Parkii (Shea) Butter, Octyldodecanol, Dimethiconol, Butylene Glycol, Bifida Ferment Lysate, Ceramide NP, Polysorbate 60, Sorbitan Isostearate, Xanthan Gum, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Hydrogenated Lecithin, Portulaca Oleracea Extract, Rosmarinus Officinali (Rosemary) Leaf Oil, Propanediol, Sucrose Cocoate, Dextrin, Disodium EDTA, Echium Plantagineum Seed Oil, Caramel, Centella Asiatica Extract, Lecithin, Phenoxyethanol, Rosa Damascena Flower Oil, Biosaccharide Gum-1, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Polyglutamic Acid, Tagetes Minuta Flower Oil, Potassium Sorbate, Betula Alba Bud Extract, Corylus Avellana (Hazelnut) Bud Extract, Juglans Regia (Walnut) Leaf Extract, Olea Europaea (Olive) Bud Extract, Tocopherol."
Curél,Moisture Facial Milk,"Sale Price
$21.00
Original Price
$30.00",4.7,"Water/Aqua, Glycerin, Cetyl-PG Hydroxyethyl Palmitamide, Dimethicone, Neopentyl Glycol Dicaprate, Squalane, Polysorbate 60, Butylene Glycol, Sorbitan Stearate, Cholesterol, Cholesteryl Isostearate, Allantoin, Cetyl Alcohol, Sodium Methyl Stearoyl Taurate, Stearyl Alcohol, Succinic Acid, Bis-Methoxypropylamido Isodocosane, Eucalyptus Globulus Leaf Extract, Methylparaben."
Clinique,Clinique For Men Anti-Fatigue Hydrating Concentrate SPF 25,"Price
$46.00",4.3,"Active: Avobenzone 3.0%, Octisalate 5.0%
Inactive: Water\Aqua\Eau, Glycerin, Neopentyl Glycol Diheptanoate, Polyester-8, Dimethicone, Sorbitan Stearate, Butyloctyl Salicylate, Polysorbate 60, Butylene Glycol, Sodium Acrylates Copolymer, Niacinamide, Sodium Hyaluronate, Acetyl Carnitine Hcl, Creatine, Brassica Oleracea Gemmifera (Brussels Sprouts) Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Brassica Oleracea Italica (Broccoli) Extract, Daucus Carota Sativa (Carrot) Root Extract, Brassica Oleracea Acephala (Kale) Leaf Extract, Spinacia Oleracea (Spinach) Leaf Extract, Albizia Julibrissin Bark Extract, Cucumis Sativus (Cucumber) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Plankton Extract, Laminaria Saccharina Extract, Caffeine, Adenosine Phosphate, Sea Whip Extract, Yeast Extract\Faex\Extrait De Levure, Sodium Rna, Phytic Acid, Lactobacillus Ferment, Algae Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Silica, Resveratrol, Cetyl Alcohol, Tocopheryl Acetate, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Pentylene Glycol, Trehalose, Styrene/Acrylates Copolymer, Lecithin, Helianthus Annuus (Sunflower) Seedcake, Micrococcus Lysate, Arabidopsis Thaliana Extract, Biosaccharide Gum-4, Ergothioneine, Oryza Sativa (Rice) Bran Extract, Capryloyl Glycine, Salicylic Acid, Isohexadecane, Peg-8 Laurate, Polysorbate 80, Ethylhexylglycerin, Propylene Glycol Dicaprate, 7-Dehydrocholesterol, Peg-100 Stearate, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Tetrahexyldecyl Ascorbate, Propylene Glycol Caprylate, Polyethylene, Disodium Edta, Bht, Phenoxyethanol, Chlorphenesin, Mica, Titanium Dioxide."
Honest Beauty,Magic Beauty Balm Stick,Online Only,4.3,"Helianthus Annuus (sunflower) Seed Oil, Cocos Nucifera (coconut) Oil, Olea Europaea (olive) Fruit Oil, Butyrospermum Parkii (shea) Butter, Helianthus Annuus (sunflower) Seed Wax, Beeswax (cera Alba), Argania Spinosa Kernel Oil, Synthetic Beeswax, Simmondsia Chinensis (jojoba) Seed Oil, Silica, Rosa Canina Fruit Oil, Calendula Officinalis Flower Extract, Chamomilla Recutita (matricaria) Flower Extract, Kaolin, Tocopherol, Glycine Soja (soybean) Oil, Calophyllum Inophyllum Seed Oil, Tin Oxide, Mica (CI 77019), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491)."
cocokind,MyMatcha Moisture Stick,Online Only,4.7,"Cocos (coconut) Nucifera Oil*, Beeswax*, Camellia Sinesis Leaf Powder* **.

*certified Organic
**matcha Tea Powder"
Olay,Total Effects Whip Moisturizer SPF 40,"Sale Price
$27.29
Original Price
$38.99",4.6,"Active: Avobenzone 3.0%, Homosalate 10.0%, Octisalate 5.0%, Octocrylene 9.0%. Inactive: Water, Tapioca Starch, Glycerin, Niacinamide*, Dimethicone, Panthenol**, Tocopheryl Acetate***, Sodium Ascorbyl Phosphate^, Camellia Sinensis Leaf Extract^^, Sodium Polyacrylate Starch, Stearyl Alcohol, Caprylyl Glycol, Behenyl Alcohol, 1.2-Hexanediol, Phenoxyethanol, Cetyl Alcohol, Dimethiconol, PEG-100 Stearate, Fragrance, Polymethylsilsesquioxane, Cetearyl Glucoside, Cetearyl Alcohol, BHT, Disodium EDTA, Stearic Acid, Palmitic Acid.

*Vitamin B3, **Provitamin B5, ***Vitamin E, ^Vitamin C, ^^Green Tea"
ACURE,Radically Rejuvenating SPF 30 Day Cream,"Sale Price
$13.29
Original Price
$18.99",3,"Active: Zinc Oxide 15%. Inactive: Allantoin, Aloe Barbadensis (Aloe Vera) Leaf Juice, Argania Spinosa (Argan) Kernel Oil, Ascorbic Acid (Vitamin C), Bisabolol, Butyrospermum Parkii (Shea) Butter, Caprylhydroxamic Acid, Caprylyl Glycol, Cetearyl Alcohol, Cetearyl Glucoside, Cetearyl Olivate, Coco-Caprylate/Caprate, Cocos Nucifera (Coconut) Oil, Coconut Alkanes, Curcuma Longa (Turmeric) Root Extract, Ethylhexylglycerin, Ferulic Acid, Glycerin, Heptyl Undecylenate, Hexylene Glycol, Lecithin, Niacinamide, Panthenol, Polyhydroxystearic Acid, Pullulan, Sclerotium Gum, Sodium Hyaluronate, Sodium Pca, Sorbitan Olivate, Squalane, Tanacetum Annuum (Blue Tansy) Flower Oil, Tocopherol, Xanthan Gum."
Clarins,Super Restorative Day Cream,"Price
$129.00",4.7,"Acetyl Tetrapeptide-2, Aqua/Water/Eau, Ascorbyl Glucoside, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Camellia Sinensis Leaf Extract, Caprylic/Capric Triglyceride, Carbomer, Cetearyl Alcohol, CI 14700/Red 4, CI 77120/Barium Sulfate, CI 77891 /Titanium Dioxide, Citric Acid, Dextran, Dimethicone, Dimethiconol, Disodium EDTA, Ethylhexylglycerin, Glycerin, Glyceryl Linoleate, Glyceryl Stearate, Guar Hydroxypropyltrimonium Chloride, Harungana Madagascariensis Extract, Hydrogenated Coco-Glycerides, Lapsana Communis Flower/ Leaf/Stem Extract, Mica, Olea Europaea (Olive) Fruit Extract, Parfum/Fragrance, PEG-100 Stearate, Cetearyl Glucoside, Pectin, Pentylene Glycol, Phenoxyethanol, Potassium Sorbate, Propanediol, Rhodiola Rosea Root Extract, Sodium Hyaluronate, Sodium Lauryl, Sulfate, Steareth-21, Thermus Thermophillus Ferment, Tocopherol, Tocopheryl Acetate, Tromethamine."
W3LL PEOPLE,Bio Tint Multi-Action Moisturizer with SPF 30,Online Only,4.2,"Active: Zinc Oxide 20%. Inactive: Water, Coco-Caprylate/Caprate, Caprylic/Capric Triglyceride, Polyglyceryl-3 Polyricinoleate, Silica, Castor (Ricinus Communis) Oil, Glycerin, Shea Butter Ethyl Esters, Disteardimonium Hectorite, Brassica Oleracea Italica (Broccoli) Seed Oil, Polyglyceryl-3 Diisostearate, Magnesium Sulfate, Isostearic Acid, Lecithin, Polyhydroxystearic Acid, Gluconolactone, Argania Spinosa Kernel Oil. Contains 1% or less of each of the following: Tocopheryl Acetate, Isoamyl Laurate, C12-15 Alkyl Benzoate, Cocos Nucifera (Coconut) Oil*, Cucurbita Pepo (Pumpkin) Seed Oil*, Tetrahexyldecyl Ascorbate, Glyceryl Caprylate, Sodium Benzoate, Ricinus Communis (Castor) Seed Oil, Tribehenin, Punica Granatum (Pomegrante) Seed Oil*, Bisabolol, Isoamyl Cocoate, Glyceryl Undecylenate, Phytic Acid, Aloe Barbadensis Leaf Juice*, Ceramide NG, Calendula Officinalis (Marigold) Flower Extract*, Chamomilla Recutita (Matricaria) Flower Extract*, Panax Quinquefolium Root Extract*, Calcium Gluconate, Camellia Sinensis Leaf Extract, Hydroxypropyl Cyclodextin, Algae Extract, Palmitoyl Tripeptide-38, Palmitoyl Hexapeptide-12. *Certified Organic. May Contain: Titanium Dioxide (CI 77891), Iron Oxide (CI 77492, CI 77491, CI 77499)

No Nasties, not even a little bit, ever! All W3LL PEOPLE products are made without Petrochemicals, Artificial Preservatives, GMO, Parabens, Dyes, Fragrance, Sulphates, Pthalates, Gylcols, and Nano Particles, as well as thousands of other potentially toxic ingredients."
Carbon Theory.,Vitamin E & Tea Tree Oil Breakout Control Facial Moisturiser,Only at Ulta Beauty,4.7,"Aqua (Water), Cetearyl Alcohol, Helianthus Annuus (Sunflower) Seed Oil, Polysorbate 60, Glycerin, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil, Prunus Armeniaca (Apricot) Kernel Oil, Phenoxyethanol, CI 77947 (Zinc Oxide), Allantoin, Glyceryl Caprylate, Xanthan Gum, Stearic Acid, Citric Acid, Citrullus Lanatus (Watermelon) Seed Oil, Ethylhexylglycerin, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Tocopherol, Fragaria Vesca (Strawberry) Fruit Extract, Sodium Hyaluronate, Hippophae Rhamnoides Fruit Oil, Punica Granatum (Pomegranate) Extract, Rubus Idaeus (Raspberry) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Potassium Sorbate, Sodium Benzoate, Citrus Limon (Lemon) Peel Oil, Limonene."
KORRES,White Pine Meno-Reverse Volumizing Serum-in-Moisturizer,"Price
$58.00",3.5,"Aqua/Water/Eau, Glycerin, Caprylic/Capric Triglyceride, Olus Oil/ Vegetable Oil/Huile Végétale, Cetearyl Alcohol, Glyceryl Stearate Citrate, Distarch Phosphate,Hydrogenated Ethylhexyl Olivate, Diheptyl Succinate, Passiflora Incarnata Seed Oil, Propanediol,Squalane, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Argania Spinosa Kernel Oil, Ascorbyl Palmitate, Avena Strigosa Seed Extract, Butyrospermum Parkii (Shea) Butter, Candelila Cera/Euphorbia Cerifera (Candelilla) Wax/Cire De Candelilla,Capryloyl Glycerin/Sebacic Acid Copolymer, Citric Acid, Crambe Abyssinica Seed Oil, Cynara Scolymus (Artichoke) Leaf Extract, Dimethyl Isosorbide, Ethyl Linoleate, Ethyl Linolenate, Ethyl Oleate, Ethyl Palmitate, Ethyl Stearate, Ethylhexylglycerin, Glyceryl Caprylate, Glyceryl Stearate, Helianthus Annuus (Sunflower) Seed Oil, Hexyldecyl Stearate, Hydrogenated Olive Oil Unsaponifiables, Hydrogenated Vegetable Oil, Lactic Acid, Lecithin, Pancratium Maritimum Extract, Pinus Heldreichii Bark Extract, Prunus Armeniaca (Apricot) Kernel Oil, Sesamum Indicum (Sesame) Seed Extract, Sodium Carboxymethyl Beta-Glucan, Sodium Gluceptate, Sodium Hyaluronate, Spilanthes Acmella Flower Extract, Tocopherol, Tocopheryl Acetate, Benzyl Alcohol, Phenoxyethanol, Potassium Sorbate, Salicylic Acid, Sodium Benzoate, Sorbic Acid, Alpha-Isomethyl Ionone, Benzyl Salicylate, Citronellol, Coumarin, Hexyl Cinnamal, Linalool, Parfum/Fragrance."
Dr. Brandt,Cool Biotic Pre-Biotic Redness Relief Cream,"Price
$55.00",4.7,"Water/Aqua/Eau, Caprylic/Capric Triglyceride, Hydroxystearic Acid, Cetyl Alcohol, Stearyl Alcohol, Polyglyceryl-6 Stearate, Cannabis Sativa Seed Oil, Lactococcus Ferment Lysate, Avena Sativa (Oat) Kernel Flour, Ophiopogon Japonicus Root Extract, Yogurt, Ceramide Np, Enteromorpha Compressa Extract, Polysorbate 60, Sorbitan Isostearate, Sucrose, Fructose, Glucose, Camellia Sinensis Leaf Extract, Ocimum Sanctum Leaf Extract, Silybum Marianum Fruit Extract, Lactic Acid, Vitis Vinifera (Grape) Seed Extract, Inulin, Maltodextrin, Glycerin, Polyglyceryl-6 Behenate, Ethylhexylglycerin, Propanediol, Benzyl Alcohol, Methyl Lactate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Chloride, Sodium Benzoate, Citric Acid."
Skinfood,Peach Sake Emulsion,Online Only,4.5,"Water, Phenyl Trimethicone, Alcohol Denat., Mineral Oil, Bis-Peg-18 Methyl Ether Dimethyl Silane, Isohexadecane, Prunus Persica (Peach) Fruit Extract, Sorbitan Stearate, Polyglyceryl-3 Methylglucose Distearate, Rice Ferment Filtrate (Sake), Butylene Glycol, Dimethicone, Ethylhexylglycerin, 1,2-Hexanediol, Propylene Glycol, Carbomer, Allantoin, Triethanolamine, Sucrose Cocoate, Tocopheryl Acetate, Argania Spinosa Kernel Oil, Hydrogenated Lecithin, Enantia Chlorantha Bark Extract, Disodium Edta, Sesamum Indicum (Sesame) Seed Oil, Bht, Stearyl Glycyrrhetinate, Beta-Sitosterol, Serenoa Serrulata Fruit Extract, Phenoxyethanol, Tocopherol, Glycyrrhiza Glabra (Licorice) Root Extract, Centella Asiatica Extract, Glycine Soja (Soybean) Seed Extract, Oleanolic Acid, Chamomilla Recutita (Matricaria) Flower Extract, Fragrance, Silica, D&C Red No.33(Ci 17200), Fd&C Yellow No.5(Ci 19140), Fd&C Yellow No.6(Ci 15985)."
Dermalogica,Travel Size Skin Smoothing Cream,"Price
$16.00",4.5,"Water, Caprylic/Capric Triglyceride, Methyl Gluceth-20, Pentylene Glycol, Butylene Glycol, Dimethicone, Lactamide MEA, Ethylhexyl Methoxycinnamate, PEG-100 Stearate, Cetearyl Alcohol Stearic Acid, Glyceryl Stearate, Lavandula Angustifolia (Lavender) Extract, Malva Sylvestris (Mallow) Flotheyr/Leaf/Stem Extract, Hedera Helix (Ivy) Leaf/Stem Extract, Cucumis Sativus (Cucumber) Fruit Extract, Sambucus Nigra Flotheyr Extract, Arnica Montana Flotheyr Extract, Parietaria Officinalis Extract, Nasturtium Officinale Flotheyr/Leaf Extract, Arctium Lappa Root Extract, Salvia Officinalis (Sage) Leaf Extract, Citrus Medica Limonum (Lemon) Fruit Extract, Saponaria Officinalis Leaf/Root Extract, Silk Amino Acids, Glycolipids, Sodium Hyaluronate, Leuconostoc/Radish Root Ferment Filtrate, Palmitoyl, Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer, Lecithin, Vitis Vinifera (Grape) Seed Extract, Allantoin, Panthenol, Cetyl Alcohol, Polyquaternium-10, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polysorbate 60, Aminomethyl Propanol, Disodium EDTA, Linalool, Lavandula Hybrida Oil.

Dermalogica is dedicated to maintaining the accuracy of the ingredient lists on this theybsite. Hotheyver, because ingredients are subject to change, they cannot guarantee that these lists are complete, up-to-date and/or error-free. For an accurate listing of ingredients in each product, please refer to your product packaging."
Proactiv,T-Zone Oil Absorber,"Sale Price
$15.00
Original Price
$30.00",4,Mattifying Complex: a skin conditioning technology that reduces pore size appearance and shine while refining skin texture.
belif,Milky Moisturizer,Online Only,4.6,"Water, Dipropylene Glycol, Glycerin, Triethylhexanoin, Hexyldecyl Ethylhexanoate, Pentaerythrityl Tetraethylhexanoate, 1,2-Hexanediol, Glyceryl Stearate, Cyclopentasiloxane, PEG-100 Stearate, Salvia Officinalis (Sage) Leaf Extract, *Avena Sativa (Oat) Kernel Extract, *Calendula Officinalis Flower Extract, *Nepeta Cataria Extract, *Rubus Idaeus (Raspberry) Leaf Extract, *Baptisia Tinctoria Root Extract, *Stellaria Media (Chickweed) Extract, **Alchemilla Vulgaris Leaf Extract, **Viola Tricolor Extract, **Rosa Damascena Flower Extract, **Spiraea Ulmaria Flower Extract, **Althaea Officinalis Root Extract, Corchorus Oiltorius Leaf Extract, Monarda Didyma Leaf Extract, C14-22 Alcohols, C12-20 Alkyl Glucoside, Cetearyl Alcohol, Dimethicone, Panthenol, PEG-5 Glyceryl Stearate, Carbomer, Tromethamine, Mica, Titanium Dioxide, Iron Oxides(CI 77491), Xanthan Gum, Trisodium EDTA, ***Fragrance, Citronellol, Limonene.
*Napiers Original Formula
**Napiers Moisture Formula
***Fragrances of Natural Origin"
Philosophy,Purity Made Simple Moisturizer,"Price
$14.00",4.5,"Aqua/Water/Eau, Cyclopentasiloxane, Bis-PEG-18 Methyl Ether Dimethyl Silane, Glycerin, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Cetyl Alcohol, Limnanthes Alba (Meadowfoam) Seed Oil, Phenoxyethanol, Stearic Acid, Tocopheryl Acetate, Salvia Hispanica Seed Oil, Panthenol, Parfum/Fragrance, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Linalool, BHT, Ascorbyl Glucoside, Disodium EDTA, Sodium Hydroxide, PEG-8, Tocopherol, Sodium Hyaluronate, Lecithin, Alcohol Denat., Geraniol, Polyglyceryl-3 Diisostearate, Pantolactone, Ascorbyl Palmitate, Citronellol, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Benzyl Benzoate, Limonene, Ascorbic Acid, Angelica Archangelica Root Extract, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Citric Acid, Magnesium Aluminum Silicate, Xanthan Gum, Caprylyl Glycol, Sclerotium Gum, Sorbic Acid, FD&C Yellow No. 5 (CI 19140), FD&C Yellow No. 6 (CI 15985)."
Garnier,Green Labs Hyalu-Melon Replumping Serum Cream SPF 30,"Sale Price
$15.39
Original Price
$21.99",4.4,"Active: Avobenzone 3%, Homosalate 5%, Octisalate 5%, Octocrylene 7.20%. Inactive: Water, Glycerin, Dimethicone, Peg-100 Stearate, Glyceryl Stearate, Silica, Citrullus Lanatus (Watermelon) Fruit Extract, Dicaprylyl Carbonate, Steareth-100, Stearic Acid, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Hyaluronate, Sodium Hydroxide, Myristic Acid, Palmitic Acid, Ammonium Polyacryloyldimethyl Taurate, Disodium Edta, Capryloyl Salicylic Acid, Caprylyl Glycol, Xanthan Gum, Tocopherol, Phenoxyethanol, Fragrance F.I.L. D254881/2."
Clinique,Clinique iD Dramatically Different For Uneven Skin Tone,"Price
$39.50",3.1,"Clinique iD Active Cartridge Concentrate for Uneven Skin Tone: Water\Aqua\Eau, Butylene Glycol, Ascorbyl Glucoside, Caffeine, Angelica Acutiloba (Japanese Angelica) Root Extract, Pyrus Malus (Apple) Fruit Extract, Cucumis Sativus (Cucumber) Fruit Extract, Molasses Extract\Saccharum Officinarum\Extrait De Mélasse, Scutellaria Baicalensis Root Extract, Salicylic Acid, Phospholipids, Stearamidopropyl Dimethylamine, Stearic Acid, Caprylyl Glycol, Dipotassium Glycyrrhizate, Sodium Hydroxide, Xanthan Gum, Taurine, Sodium Citrate, Disodium EDTA, Sodium Sulfite, Sodium Metabisulfite, Potassium Sorbate, Phenoxyethanol.

Clinique iD Dramatically Different Hydrating Jelly: Water\Aqua\Eau, Bis-PEG-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Glycerin, Cucumis Sativus (Cucumber) Fruit Extract, Hypnea Musciformis (Algae) Extract, Gelidiella Acerosa Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Padina Pavonica Thallus Extract, Helianthus Annuus (Sunflower) Seedcake, Sucrose, Caffeine, Sodium Hyaluronate, Hydroxyethyl Urea, Hydrolyzed Rice Extract, Sorbitol, Sodium Polyaspartate, PPG-6-Decyltetradeceth-30, Ethylhexylglycerin, Propylene Glycol Dicaprate, Caprylyl Glycol, Trehalose, Polysorbate 80, Carbomer, Sodium Hydroxide, Hexylene Glycol, Citric Acid, Sodium Citrate, Disodium EDTA, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
Alpha Skin Care,Enhanced Renewal Cream,Online Only,4.7,"Water, Glycolic Acid, Ammonium Hydroxide, Cetyl Alcohol, Propylene Glycol, Dicaprylyl Carbonate, Stearic Acid, PEG-40 Stearate, C 12-15 Alkyl Benzoate, Polysorbate 60, Steareth 2, Hydrolyzed Lupine Protein (Peptide), Green Tea Extract, Panthanol (Vitamin B5), Tocopheryl Acetate (Vitamin E), Xanthan Gum, PVM/MA Decadiene, Crosspolymer, Diazolidinyl Urea, Iodopropynyl Butylcarbamate, BHT."
Exuviance,Glycolic Expert Daily Moisturizer,"Price
$46.00",4.2,"Aqua/water/eau, Glycolic Acid, Butylene Glycol, Cetyl Alcohol, Ammonium Hydroxide, Arginine, Octyldodecyl Neopentanoate, Glyceryl Stearate, Glycerin, PEG-100 Stearate, Acetyl Hydroxyproline, Magnesium Aluminum Silicate, Dimethicone, Tocopheryl Acetate, Chamomilla Recutita (matricaria) Flower Extract, Aloe Barbadensis Leaf Extract, Rosa Centifolia Flower Extract, Sambucus Nigra Flower Extract, Calendula Officinalis Flower Extract, Sorbitan Stearate, PEG-40 Stearate, Propylene Glycol,ethylhexyl Hydroxystearate, Xanthan Gum, PEG-75 Stearate, Disodium EDTA, Ceteth-20, Steareth-20, Polysorbate 20, Caprylyl Glycol, Phenoxyethanol, Chlorphenesin."
Tarte,Knockout Brightening Gel Moisturizer,"Price
$39.00",3.3,"Water/Aqua/Eau, Citrus Tangerina (Tangerine) Fruit Water, Ethylhexyl Olivate, Propanediol, Glycerin, Dimethicone, Phenoxyethanol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Dipropylene Glycol, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Isohexadecane, Tocopheryl Acetate, Xanthan Gum, Caprylyl Glycol, Citric Acid, Potassium Sorbate, Sodium Benzoate, Limonene, Papain, Polysorbate 80, Sorbitan Oleate, 1,2- Hexanediol, Carbomer, Algin, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Corallina Officinalis Extract, Sodium Hydroxide, Coccinia Indica Fruit Extract, Aloe Barbadensis Flower Extract, Solanum Melongena (Eggplant) Fruit Extract, Curcuma Longa (Turmeric) Root Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Ocimum Sanctum Leaf Extract."
Neutrogena,Combination Skin Oil-Free Moisture,"Sale Price
$11.99
Original Price
$14.99",NA,"Water, Cyclomethicone, Cetyl Ethylhexanoate, Glycerin, Cetyl Ricinoleate, Stearyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Methyl Methacrylate Glycol Dimethacrylate Crosspolymer, Lysine Carboxymethyl Cysteinate, Lysine Thiazolidine Carboxylate, Tocopherol, Silica, Xanthan Gum, Methylparaben, Propylparaben, Diazolidinyl Urea, Benzalkonium Chloride."
